customerid,isocountrycode,regularstoreid,registrationdate,unregistrationdate,gender,age,zipcode
77340000023539284,ES,ES0273,2017-10-18,"",F,39,50002
77340000023530845,ES,ES4503,2017-10-18,"",F,68,50007
77340000023530263,ES,ES4503,2017-10-18,"",F,51,50007
77340000023529875,ES,ES4503,2017-10-18,"",F,37,50007
77340000023529778,ES,ES0263,2017-10-18,"",M,49,50016
77340000023527062,ES,ES4503,2017-10-18,"",M,42,50004
77340000023526577,ES,ES4504,2017-10-18,"","","",""
77340000023524831,ES,ES4503,2017-10-18,"",M,54,44547
77340000023522697,ES,ES0428,2017-10-18,"",F,43,50010
77340000023520078,ES,ES4504,2017-10-18,"",F,62,22005
77340000023519981,ES,ES4503,2017-10-18,"",F,60,50009
77340000023519302,ES,ES4504,2017-10-18,"",M,61,50018
77340000023519205,ES,ES4504,2017-10-18,"",F,41,50003
77340000023518623,ES,ES0258,2017-10-18,"",F,60,50014
77340000023517556,ES,ES4503,2017-10-18,"",F,30,50007
77340000023517459,ES,ES4503,2017-10-18,"","","",""
77340000023517168,ES,ES0263,2017-10-18,"",M,41,50008
77340000023516877,ES,ES0273,2017-10-18,"",F,17,50017
77340000023516586,ES,ES4504,2017-10-18,"","","",""
77340000023516295,ES,ES0428,2017-10-18,"","","",""
77340000023515907,ES,ES0258,2017-10-18,"",M,46,50690
77340000023512609,ES,ES0273,2017-10-18,"",M,28,50002
77340000023511736,ES,ES4507,2017-10-18,"","","",""
77340000023510863,ES,ES0428,2017-10-18,"",F,35,50017
77340000023510475,ES,ES0428,2017-10-18,"",M,51,50011
77340000023509408,ES,ES0428,2017-10-18,"",F,60,50011
77340000023508147,ES,ES4503,2017-10-18,"",F,29,50012
77340000023506692,ES,ES0258,2017-10-18,"",M,46,50018
77340000023504170,ES,ES4503,2017-10-18,"",M,21,50750
77340000023502715,ES,ES4503,2017-10-18,"",F,40,50015
77340000023501551,ES,ES0428,2017-10-18,"",F,46,50120
77340000023499514,ES,ES0428,2017-10-18,"",F,61,50017
77340000023497962,ES,ES4507,2017-10-18,"","","",""
77340000023497865,ES,ES4504,2017-10-18,"",M,23,50003
77340000023497768,ES,ES0428,2017-10-18,"",F,78,50009
77340000023496604,ES,ES4503,2017-10-18,"",M,19,50015
77340000023496313,ES,ES4503,2017-10-18,"",M,44,50740
77340000023491948,ES,ES4504,2017-10-18,"",M,37,50007
77340000023489426,ES,ES0428,2017-10-18,"",F,28,50011
77340000023488747,ES,ES4503,2017-10-18,"","","",""
77340000023488359,ES,ES4503,2017-10-18,"",F,45,50007
77340000023487292,ES,ES4503,2017-10-18,"",F,39,50007
77340000023485449,ES,ES0420,2017-10-18,"",M,63,50010
77340000023484867,ES,ES4503,2017-10-18,"",M,44,50007
77340000023480793,ES,ES4503,2017-10-18,"","","",""
77340000023480114,ES,ES4503,2017-10-18,"",F,46,50007
77340000023479047,ES,ES4503,2017-10-18,"",F,57,50016
77340000023478950,ES,ES4503,2017-10-18,"",M,39,50007
77340000023477786,ES,ES0428,2017-10-18,"",F,62,50011
77340000023477689,ES,ES4507,2017-10-18,"",F,40,50015
77340000023475555,ES,ES0428,2017-10-18,"",M,49,50011
77340000023475458,ES,ES0428,2017-10-18,"","","",""
77340000023475361,ES,ES4503,2017-10-18,"",M,69,50013
77340000023475167,ES,ES4503,2017-10-18,"",M,36,50021
77340000023473615,ES,ES4503,2017-10-18,"","","",""
77340000023473033,ES,ES0428,2017-10-18,"",M,76,50009
77340000023471675,ES,ES0263,2017-10-18,"",F,43,50002
77340000023471384,ES,ES0428,2017-10-18,"",F,72,50019
77340000023470608,ES,ES0258,2017-10-18,"",F,51,50629
77340000023470414,ES,ES4504,2017-10-18,"",F,39,50003
77340000023469444,ES,ES0428,2017-10-18,"","","",""
77340000023468959,ES,ES4503,2017-10-18,"",F,57,50007
77340000023468668,ES,ES0263,2017-10-18,"",F,69,50014
77340000023466243,ES,ES4503,2017-10-18,"",F,28,50002
77340000023465370,ES,ES0428,2017-10-18,"",F,49,50012
77340000023465273,ES,ES0263,2017-10-18,"",F,45,50014
77340000023462266,ES,ES0428,2017-10-18,"",F,57,50017
77340000023462169,ES,ES4507,2017-10-17,"","","",""
77340000023462072,ES,ES4503,2017-10-17,"","","",""
77340000023460617,ES,ES4503,2017-10-17,"",M,43,50021
77340000023460229,ES,ES0263,2017-10-17,"",M,49,50014
77340000023459453,ES,ES4507,2017-10-17,"",F,43,50014
77340000023459356,ES,ES0258,2017-10-17,"",F,21,50007
77340000023458580,ES,ES4503,2017-10-17,"",F,61,50007
77340000023456543,ES,ES4503,2017-10-17,"","","",""
77340000023455379,ES,ES0428,2017-10-17,"",F,48,50010
77340000023451208,ES,ES4503,2017-10-17,"",M,59,50002
77340000023446552,ES,ES0428,2017-10-17,"",F,30,50004
77340000023444612,ES,ES4504,2017-10-17,"",F,50,50059
77340000023444515,ES,ES4503,2017-10-17,"",M,58,50007
77340000023443933,ES,ES4504,2017-10-17,"","","",""
77340000023442769,ES,ES4507,2017-10-17,"","","",""
77340000023442284,ES,ES4503,2017-10-17,"",M,44,50002
77340000023442187,ES,ES4503,2017-10-17,"",M,80,50007
77340000023441120,ES,ES4504,2017-10-17,"",F,30,50018
77340000023440344,ES,ES4507,2017-10-17,"","","",""
77340000023440150,ES,ES4503,2017-10-17,"",F,53,44540
77340000023438307,ES,ES4504,2017-10-17,"","","",""
77340000023438113,ES,ES4503,2017-10-17,"",M,35,50007
77340000023435979,ES,ES4503,2017-10-17,"",F,39,50015
77340000023434427,ES,ES4503,2017-10-17,"",M,32,50007
77340000023434330,ES,ES4504,2017-10-17,"",M,19,50022
77340000023433554,ES,ES4503,2017-10-17,"",F,42,50830
77340000023433263,ES,ES4507,2017-10-17,"",M,32,50015
77340000023429965,ES,ES4504,2017-10-17,"","","",""
77340000023429480,ES,ES4503,2017-10-17,"",M,52,50007
77340000023429286,ES,ES0263,2017-10-17,"",M,21,50014
77340000023429189,ES,ES0436,2017-10-17,"",F,29,50010
77340000023429092,ES,ES4503,2017-10-17,"","","",""
77340000023428122,ES,ES4504,2017-10-17,"",M,60,50015
77340000023427734,ES,ES0428,2017-10-17,"",F,48,50007
77340000023427540,ES,ES0428,2017-10-17,"","","",""
77340000023426667,ES,ES4504,2017-10-17,"",M,60,50018
77340000023426376,ES,ES0428,2017-10-17,"",F,37,50010
77340000023425988,ES,ES4503,2017-10-17,"",M,45,50540
77340000023425309,ES,ES4503,2017-10-17,"",M,34,50013
77340000023425212,ES,ES4504,2017-10-17,"",F,41,50013
77340000023424339,ES,ES4503,2017-10-17,"",F,44,50007
77340000023418810,ES,ES4503,2017-10-17,"",F,53,50016
77340000023418616,ES,ES4504,2017-10-17,"","","",""
77340000023416385,ES,ES4503,2017-10-17,"","","",""
77340000023415124,ES,ES0428,2017-10-17,"",F,41,50017
77340000023414542,ES,ES4503,2017-10-17,"",F,28,50019
77340000023413669,ES,ES4504,2017-10-17,"",F,17,50003
77340000023413281,ES,ES4503,2017-10-17,"",M,32,50021
77340000023411341,ES,ES4503,2017-10-17,"",M,42,50007
77340000023411147,ES,ES4503,2017-10-17,"","","",""
77340000023409692,ES,ES4503,2017-10-17,"",F,52,50007
77340000023408334,ES,ES0428,2017-10-17,"",M,40,50012
77340000023408140,ES,ES4503,2017-10-17,"","","",""
77340000023407655,ES,ES0258,2017-10-17,"",M,19,50010
77340000023405909,ES,ES4504,2017-10-17,"",F,37,50003
77340000023404551,ES,ES4504,2017-10-17,"",F,45,50018
77340000023403969,ES,ES4504,2017-10-17,"",F,65,50014
77340000023403290,ES,ES4503,2017-10-17,"",F,58,50013
77340000023403096,ES,ES0428,2017-10-17,"",F,64,50009
77340000023401059,ES,ES4507,2017-10-17,"",M,56,50014
77340000023394463,ES,ES4503,2017-10-16,"",F,51,50740
77340000023393493,ES,ES0428,2017-10-16,"",M,40,50017
77340000023391650,ES,ES0263,2017-10-16,"",F,63,50014
77340000023390389,ES,ES4504,2017-10-16,"","","",""
77340000023389613,ES,ES4503,2017-10-16,"",F,62,50007
77340000023389322,ES,ES0428,2017-10-16,"","","",""
77340000023387770,ES,ES4507,2017-10-16,"",F,54,50015
77340000023385927,ES,ES0263,2017-10-16,"",F,35,50014
77340000023384472,ES,ES0428,2017-10-16,2018-12-14,F,28,50009
77340000023383987,ES,ES4504,2017-10-16,"",F,52,50018
77340000023382823,ES,ES0428,2017-10-16,"",F,45,50010
77340000023381077,ES,ES4503,2017-10-16,"",F,60,50007
77340000023380980,ES,ES4504,2017-10-16,"",M,52,50018
77340000023380204,ES,ES4503,2017-10-16,"",M,32,50007
77340000023378943,ES,ES4504,2017-10-16,"",F,56,50015
77340000023378361,ES,ES4504,2017-10-16,"",M,37,50003
77340000023377585,ES,ES4503,2017-10-16,"",F,46,50740
77340000023376033,ES,ES4507,2017-10-16,"",F,39,50003
77340000023375451,ES,ES4504,2017-10-16,"",M,22,50003
77340000023372735,ES,ES0428,2017-10-16,"",M,37,50003
77340000023371765,ES,ES0436,2017-10-16,"",F,38,50017
77340000023371280,ES,ES0428,2017-10-16,"",F,35,50011
77340000023371183,ES,ES4504,2017-10-16,"",F,23,50003
77340000023371086,ES,ES0263,2017-10-16,"","","",""
77340000023370989,ES,ES4504,2017-10-16,"",M,44,50018
77340000023370795,ES,ES4503,2017-10-16,"",F,29,50007
77340000023369340,ES,ES0263,2017-10-16,"",M,34,50008
77340000023368855,ES,ES4504,2017-10-16,"",M,25,50018
77340000023368661,ES,ES4507,2017-10-16,"","","",""
77340000023368370,ES,ES4504,2017-10-16,"",F,58,50003
77340000023367788,ES,ES4504,2017-10-16,"",F,33,50019
77340000023366721,ES,ES4504,2017-10-16,"",M,56,50003
77340000023365557,ES,ES0428,2017-10-16,"",M,38,50017
77340000023365460,ES,ES0258,2017-10-16,"",M,37,50007
77340000023365363,ES,ES0263,2017-10-16,"",F,43,50014
77340000023365169,ES,ES4503,2017-10-16,"",M,65,50009
77340000023363423,ES,ES0263,2017-10-16,"",F,29,50014
77340000023362065,ES,ES0273,2017-10-16,"",F,48,50007
77340000023361774,ES,ES0263,2017-10-16,"",F,31,50001
77340000023359737,ES,ES4507,2017-10-16,"",M,39,50002
77340000023359252,ES,ES4503,2017-10-16,"",M,31,50008
77340000023357603,ES,ES4504,2017-10-16,"",M,29,50010
77340000023356730,ES,ES0263,2017-10-16,"",M,25,50007
77340000023356536,ES,ES4503,2017-10-16,"",M,51,50007
77340000023356342,ES,ES4503,2017-10-16,"","","",""
77340000023354984,ES,ES4503,2017-10-16,"","","",""
77340000023354402,ES,ES0263,2017-10-16,"",M,67,50014
77340000023351589,ES,ES4503,2017-10-16,"",F,30,50007
77340000023348194,ES,ES0428,2017-10-16,"","","",""
77340000023347418,ES,ES0428,2017-10-16,"",F,66,50005
77340000023347224,ES,ES0428,2017-10-16,"",M,63,50017
77340000023346642,ES,ES0428,2017-10-16,"",M,49,50003
77340000023346351,ES,ES0263,2017-10-16,"",F,54,50014
77340000023345769,ES,ES0428,2017-10-16,"",M,34,50012
77340000023345284,ES,ES4503,2017-10-16,"",M,34,50021
77340000023343538,ES,ES0263,2017-10-16,"",F,42,50162
77340000023342762,ES,ES4504,2017-10-16,"","","",""
77340000023342471,ES,ES4504,2017-10-16,"",F,35,50018
77340000023342083,ES,ES4507,2017-10-16,"",F,39,50014
77340000023341792,ES,ES0263,2017-10-16,"",F,42,50002
77340000023341404,ES,ES4504,2017-10-16,"",F,41,50011
77340000023341113,ES,ES4503,2017-10-16,"",M,63,50007
77340000023341016,ES,ES4503,2017-10-16,"",F,33,50021
77340000023340531,ES,ES4507,2017-10-16,"",M,67,50014
77340000023338785,ES,ES4503,2017-10-16,"",M,46,44415
77340000023338203,ES,ES4503,2017-10-16,"",F,39,50021
77340000023336748,ES,ES4507,2017-10-16,"",M,39,50015
77340000023334905,ES,ES4504,2017-10-16,"",F,45,50003
77340000023330734,ES,ES4503,2017-10-16,"","","",""
77340000023326466,ES,ES4504,2017-10-15,"",F,17,50014
77340000023326369,ES,ES4504,2017-10-15,"",F,55,50410
77340000023325787,ES,ES4504,2017-10-15,"",M,61,50004
77340000023324041,ES,ES4503,2017-10-15,"",M,39,50007
77340000023323847,ES,ES4503,2017-10-15,"","","",""
77340000023323750,ES,ES0428,2017-10-15,"","","",""
77340000023320258,ES,ES0428,2017-10-15,"",F,48,50011
77340000023316766,ES,ES0263,2017-10-15,"",F,22,50016
77340000023316281,ES,ES0428,2017-10-15,"",F,25,50010
77340000023315990,ES,ES4504,2017-10-15,"",F,46,50022
77340000023314632,ES,ES4503,2017-10-15,"",F,79,50007
77340000023314244,ES,ES0263,2017-10-15,"",F,67,50014
77340000023314147,ES,ES4503,2017-10-15,"",F,46,50007
77340000023313468,ES,ES0263,2017-10-15,"",M,43,50007
77340000023312207,ES,ES4503,2017-10-15,"",M,59,50007
77340000023311043,ES,ES4503,2017-10-15,"",F,71,50007
77340000023310752,ES,ES0263,2017-10-15,"",F,45,50007
77340000023310170,ES,ES4503,2017-10-15,"",M,41,50019
77340000023307648,ES,ES0428,2017-10-15,"",F,50,50010
77340000023307066,ES,ES0428,2017-10-15,"",F,28,50009
77340000023305417,ES,ES4503,2017-10-15,"",F,31,50007
77340000023305029,ES,ES4503,2017-10-15,"",F,37,50024
77340000023304835,ES,ES0428,2017-10-15,"",M,29,50017
77340000023304156,ES,ES4503,2017-10-15,"",F,67,50007
77340000023303671,ES,ES0263,2017-10-15,"",M,43,50011
77340000023303186,ES,ES0428,2017-10-15,"",F,55,50017
77340000023301828,ES,ES0263,2017-10-15,"",M,26,50014
77340000023299791,ES,ES0428,2017-10-15,"",F,34,50017
77340000023297366,ES,ES4503,2017-10-15,"",F,43,50007
77340000023294359,ES,ES0420,2017-10-15,"",F,28,50003
77340000023293292,ES,ES0263,2017-10-14,"",M,47,50014
77340000023292904,ES,ES4503,2017-10-14,"",M,40,50021
77340000023291449,ES,ES4503,2017-10-14,"",F,49,50007
77340000023290188,ES,ES4503,2017-10-14,"","","",""
77340000023288054,ES,ES4504,2017-10-14,"",M,46,50002
77340000023287957,ES,ES4503,2017-10-14,"",M,26,50007
77340000023284174,ES,ES4504,2017-10-14,"",M,55,50120
77340000023283204,ES,ES4503,2017-10-14,"",F,59,50010
77340000023281264,ES,ES4504,2017-10-14,"",F,29,50010
77340000023280585,ES,ES0263,2017-10-14,"",F,30,50018
77340000023279809,ES,ES0263,2017-10-14,"",F,50,50014
77340000023278548,ES,ES4503,2017-10-14,"",M,42,50007
77340000023278451,ES,ES0285,2017-10-14,"",F,20,50012
77340000023278257,ES,ES4503,2017-10-14,"","","",""
77340000023277772,ES,ES4503,2017-10-14,"",M,46,50007
77340000023277287,ES,ES0263,2017-10-14,"",F,48,50013
77340000023273892,ES,ES4504,2017-10-14,"",F,32,50018
77340000023272922,ES,ES0258,2017-10-14,"",M,59,50003
77340000023272146,ES,ES4504,2017-10-14,"",F,44,50003
77340000023269527,ES,ES4503,2017-10-14,"",M,39,50021
77340000023265841,ES,ES4503,2017-10-14,"",F,67,50007
77340000023264580,ES,ES4504,2017-10-14,"",M,35,50003
77340000023260506,ES,ES4503,2017-10-14,"",M,24,50013
77340000023257208,ES,ES4503,2017-10-14,"",M,34,50021
77340000023256723,ES,ES0428,2017-10-14,"",F,43,50017
77340000023255753,ES,ES0428,2017-10-14,"",M,17,50000
77340000023252261,ES,ES4504,2017-10-14,"","","",""
77340000023250321,ES,ES4503,2017-10-14,"",M,37,50021
77340000023248284,ES,ES0285,2017-10-14,"",F,33,50004
77340000023246926,ES,ES4507,2017-10-14,"",F,52,50014
77340000023246247,ES,ES4504,2017-10-14,"",M,50,50004
77340000023242949,ES,ES0428,2017-10-14,"","","",""
77340000023240233,ES,ES4503,2017-10-14,"",F,52,50007
77340000023238681,ES,ES0428,2017-10-14,"",F,58,50010
77340000023238487,ES,ES0263,2017-10-14,"",M,52,50014
77340000023238390,ES,ES4503,2017-10-14,"",F,25,50013
77340000023238196,ES,ES4503,2017-10-14,"",M,18,50007
77340000023236547,ES,ES4504,2017-10-14,"","","",""
77340000023234413,ES,ES4503,2017-10-14,"",M,44,50013
77340000023234122,ES,ES0428,2017-10-14,"",F,42,50007
77340000023233831,ES,ES0428,2017-10-14,"",M,18,50011
77340000023225586,ES,ES4503,2017-10-13,"","","",""
77340000023222870,ES,ES4504,2017-10-13,"",M,29,50410
77340000023209193,ES,ES4504,2017-10-13,"",F,55,50018
77340000023205798,ES,ES0263,2017-10-13,"",F,37,50007
77340000023203761,ES,ES4503,2017-10-13,"","","",""
77340000023199687,ES,ES4503,2017-10-13,"",M,71,50007
77340000023199396,ES,ES4503,2017-10-13,"",F,81,50006
77340000023196777,ES,ES4503,2017-10-13,"",M,30,50007
77340000023196292,ES,ES0263,2017-10-13,"",F,28,50014
77340000023195904,ES,ES4503,2017-10-13,"",M,46,42190
77340000023194158,ES,ES0428,2017-10-13,"",F,44,50011
77340000023192897,ES,ES4503,2017-10-13,"",M,45,50009
77340000023191539,ES,ES0428,2017-10-13,"",M,58,50017
77340000023190181,ES,ES4504,2017-10-13,"",M,31,50015
77340000023188241,ES,ES0428,2017-10-13,"",F,32,50430
77340000023184458,ES,ES4504,2017-10-13,"",F,18,50003
77340000023184361,ES,ES0263,2017-10-13,"",F,41,50014
77340000023180287,ES,ES4507,2017-10-13,"",F,36,50014
77340000023177183,ES,ES0428,2017-10-13,"","","",""
77340000023175437,ES,ES4503,2017-10-13,"",M,40,22200
77340000023174661,ES,ES4503,2017-10-13,"","","",""
77340000023171557,ES,ES0273,2017-10-13,"",F,41,50017
77340000023166804,ES,ES0428,2017-10-12,"","","",""
77340000023166125,ES,ES0263,2017-10-12,"",F,48,50010
77340000023165931,ES,ES4507,2017-10-12,"",M,46,50015
77340000023162536,ES,ES0428,2017-10-12,"",F,53,50017
77340000023160693,ES,ES0273,2017-10-12,"",F,52,50002
77340000023159529,ES,ES0273,2017-10-12,"",F,32,50790
77340000023159432,ES,ES4503,2017-10-12,"",M,48,50007
77340000023159335,ES,ES4504,2017-10-12,"","","",""
77340000023158947,ES,ES0428,2017-10-12,"",F,36,50820
77340000023157783,ES,ES0428,2017-10-12,"","","",""
77340000023157686,ES,ES0428,2017-10-12,"",M,53,50017
77340000023156522,ES,ES0428,2017-10-12,"",F,67,50017
77340000023156328,ES,ES0413,2017-10-12,"",F,52,50015
77340000023155164,ES,ES4507,2017-10-12,"","","",""
77340000023154873,ES,ES4504,2017-10-12,"",M,44,50018
77340000023154679,ES,ES4507,2017-10-12,"",F,69,50014
77340000023154097,ES,ES4503,2017-10-12,"",M,69,50008
77340000023153321,ES,ES0428,2017-10-12,"",F,59,50007
77340000023152351,ES,ES0428,2017-10-12,"",M,61,50007
77340000023150993,ES,ES4504,2017-10-12,"",F,72,50003
77340000023150217,ES,ES4504,2017-10-12,"","","",""
77340000023149829,ES,ES0428,2017-10-12,"",M,56,28018
77340000023146434,ES,ES4503,2017-10-12,"","","",""
77340000023145270,ES,ES4504,2017-10-12,"",F,36,50018
77340000023145076,ES,ES0258,2017-10-12,"",F,48,50015
77340000023143233,ES,ES4503,2017-10-12,"",M,52,50007
77340000023142748,ES,ES0428,2017-10-12,"",F,46,50010
77340000023142263,ES,ES4503,2017-10-12,"",F,44,50006
77340000023136540,ES,ES4504,2017-10-12,"",M,37,50002
77340000023136346,ES,ES4504,2017-10-12,"",F,51,50018
77340000023135958,ES,ES0428,2017-10-12,"",M,54,50017
77340000023135376,ES,ES4504,2017-10-11,"",F,37,50007
77340000023134309,ES,ES0285,2017-10-11,"",M,78,50004
77340000023133242,ES,ES4503,2017-10-11,"",M,45,50007
77340000023129847,ES,ES4503,2017-10-11,"","","",""
77340000023129362,ES,ES4504,2017-10-11,"",F,20,50003
77340000023128974,ES,ES4504,2017-10-11,"",M,53,50018
77340000023124803,ES,ES4507,2017-10-11,"",F,60,50018
77340000023123639,ES,ES4504,2017-10-11,"",M,58,50003
77340000023120244,ES,ES0263,2017-10-11,"",M,50,50014
77340000023120050,ES,ES4503,2017-10-11,"",M,34,22660
77340000023118983,ES,ES0428,2017-10-11,"",F,43,50017
77340000023117528,ES,ES4504,2017-10-11,"","","",""
77340000023116558,ES,ES4504,2017-10-11,"","","",""
77340000023115976,ES,ES4503,2017-10-11,"",F,33,50016
77340000023114327,ES,ES4503,2017-10-11,"",M,54,50013
77340000023113648,ES,ES4507,2017-10-11,"","","",""
77340000023113357,ES,ES0428,2017-10-11,2018-01-02,F,48,50012
77340000023113066,ES,ES4507,2017-10-11,"",M,41,50059
77340000023111126,ES,ES4503,2017-10-11,"",M,74,50007
77340000023108507,ES,ES0428,2017-10-11,"",M,18,50017
77340000023106373,ES,ES0428,2017-10-11,"",F,21,50011
77340000023105015,ES,ES4504,2017-10-11,"",F,76,50003
77340000023103366,ES,ES4503,2017-10-11,"",M,47,50006
77340000023100456,ES,ES4503,2017-10-11,"",M,67,50007
77340000023098419,ES,ES4503,2017-10-11,"",F,75,50007
77340000023097352,ES,ES4503,2017-10-11,"","","",""
77340000023095121,ES,ES0263,2017-10-11,"",M,79,50015
77340000023092502,ES,ES4507,2017-10-11,"","","",""
77340000023092017,ES,ES0420,2017-10-11,"",M,38,50021
77340000023091823,ES,ES4503,2017-10-11,"",M,77,50008
77340000023091047,ES,ES4504,2017-10-11,"",F,54,50003
77340000023090465,ES,ES4504,2017-10-11,"",F,46,50004
77340000023089398,ES,ES4503,2017-10-11,"",M,28,50006
77340000023088331,ES,ES0428,2017-10-11,"",F,39,50196
77340000023087167,ES,ES0263,2017-10-11,"",M,19,50002
77340000023087070,ES,ES0428,2017-10-11,"",F,44,50010
77340000023085712,ES,ES4507,2017-10-11,"",F,50,50016
77340000023085615,ES,ES0428,2017-10-11,"",F,79,50017
77340000023080862,ES,ES0428,2017-10-11,"",M,53,50017
77340000023079019,ES,ES4503,2017-10-11,"",M,23,50007
77340000023078437,ES,ES4507,2017-10-11,"",M,50,50015
77340000023078243,ES,ES4504,2017-10-11,"",F,34,50003
77340000023077952,ES,ES4503,2017-10-11,"",F,58,50008
77340000023076303,ES,ES4504,2017-10-11,"","","",""
77340000023075624,ES,ES4504,2017-10-11,"",F,34,50019
77340000023074751,ES,ES4503,2017-10-11,"",F,58,50007
77340000023074363,ES,ES4503,2017-10-11,"",F,60,50007
77340000023074266,ES,ES4504,2017-10-11,"","","",""
77340000023071259,ES,ES0428,2017-10-11,"","","",""
77340000023070289,ES,ES0428,2017-10-11,"",F,49,50012
77340000023069610,ES,ES4503,2017-10-11,"","","",""
77340000023067670,ES,ES4503,2017-10-11,"",M,44,50013
77340000023067476,ES,ES0263,2017-10-11,2018-04-24,M,66,50014
77340000023067185,ES,ES4503,2017-10-11,"",M,34,50021
77340000023066991,ES,ES4503,2017-10-11,"",M,52,50007
77340000023064663,ES,ES0428,2017-10-11,"","","",""
77340000023063790,ES,ES4507,2017-10-11,"",M,31,50014
77340000023063208,ES,ES0263,2017-10-11,"","","",""
77340000023062723,ES,ES0263,2017-10-11,"",F,32,50002
77340000023059522,ES,ES4504,2017-10-10,"",M,62,50003
77340000023059037,ES,ES0428,2017-10-10,"",M,70,50009
77340000023058940,ES,ES0428,2017-10-10,"",F,26,50017
77340000023056806,ES,ES4504,2017-10-10,"",F,18,50004
77340000023055157,ES,ES4503,2017-10-10,"","","",""
77340000023051859,ES,ES0436,2017-10-10,"",F,19,50003
77340000023051665,ES,ES4503,2017-10-10,"",M,37,50021
77340000023050695,ES,ES4503,2017-10-10,"",M,44,50007
77340000023049822,ES,ES4503,2017-10-10,"",F,58,50008
77340000023048852,ES,ES4504,2017-10-10,"",M,23,50018
77340000023048076,ES,ES4507,2017-10-10,"",F,37,50002
77340000023046524,ES,ES4503,2017-10-10,"",F,31,50021
77340000023035951,ES,ES4503,2017-10-10,"",F,46,50007
77340000023033138,ES,ES0263,2017-10-10,"",F,37,50002
77340000023029161,ES,ES4507,2017-10-10,"",M,31,50410
77340000023027512,ES,ES4504,2017-10-10,"",F,46,20005
77340000023020819,ES,ES0263,2017-10-10,"",F,63,50002
77340000023020431,ES,ES4503,2017-10-10,"",F,37,50007
